Caller_ID,Timestamp,Caller_Location,Receiver_Location,Service_Type,Call_Duration_Seconds,Data_Transferred_MB,Network_Tower_ID,Customer_Plan,Call_Direction,Roaming_Status,Network_Congestion_Level,Signal_Strength,Time_to_Connect_Seconds,Allocated_Bandwidth_MB
1067,7/3/2022 17:14,Chennai,Ahmedabad,Voice,424,58.39737273,Tower_12,Postpaid,Outgoing,Yes,Medium,-83.06415735,7.523082775,5
1068,8/14/2022 1:51,Chennai,Pune,Voice,104,4.214606397,Tower_10,Prepaid,Incoming,No,Low,-61.06678784,2.22450611,5
1069,8/29/2022 3:24,Mumbai,Pune,Voice,401,30.81638311,Tower_18,Prepaid,Incoming,No,Medium,-60.80305923,8.998718651,5
1070,8/26/2023 2:15,Delhi,Lucknow,Video,550,110.3125324,Tower_3,Prepaid,Incoming,No,Low,-87.76294599,2.279632387,54.1204429
1071,7/17/2023 14:56,Nagpur,Kolkata,Voice,272,28.65460904,Tower_17,Postpaid,Outgoing,Yes,Medium,-56.5424105,5.607447676,5
1072,1/22/2022 8:32,Mumbai,Delhi,Data,666,88.35850946,Tower_12,Prepaid,Outgoing,No,Low,-82.09238788,3.869355906,99.44925634
1073,8/19/2022 4:00,Hyderabad,Delhi,Video,509,67.0025463,Tower_14,Postpaid,Incoming,No,Medium,-89.12072741,8.224276648,5
1074,10/10/2022 5:52,Jaipur,Delhi,Video,970,54.01284342,,Postpaid,Incoming,Yes,High,-86.29933515,1.90847463,5
1075,5/13/2023 14:34,Chennai,Jaipur,Data,76,1.216230143,Tower_1,,Outgoing,Yes,Medium,-53.17487453,1.84269604,5
1076,2/20/2023 14:42,Mumbai,Mumbai,Data,409,1.125539615,Tower_2,Postpaid,Outgoing,No,Low,-69.13152795,3.364027618,5
1077,5/19/2022 23:18,Chennai,Nagpur,Video,71,136.6930592,Tower_18,Postpaid,Incoming,Yes,Low,-77.37786102,8.100506115,5
1078,10/11/2023 1:43,Delhi,Nagpur,Voice,717,13.20853062,,Postpaid,Incoming,No,Low,-80.25886644,9.384933248,56.44343582
1079,8/25/2023 3:40,Surat,Chennai,Data,383,16.18787536,Tower_7,Prepaid,Incoming,No,Low,-67.37031896,1.13779528,5
1080,9/7/2023 23:57,Bengaluru,Bengaluru,Data,36,,Tower_7,Prepaid,Incoming,Yes,Medium,-75.33112366,1.952245224,
1081,6/1/2022 4:04,Bengaluru,Hyderabad,Voice,515,98.60748269,Tower_18,Postpaid,Outgoing,Yes,High,-75.80275196,5.528612503,27.80538927
1082,6/30/2022 12:25,Pune,Chennai,Voice,226,55.85582876,Tower_15,Postpaid,Incoming,Yes,Medium,-74.85186578,8.588303785,5
1083,9/29/2023 8:24,Bengaluru,Hyderabad,Data,500,89.50333269,Tower_7,Prepaid,Outgoing,Yes,High,-86.20603227,5.897134018,10.45977078
1084,4/22/2022 22:48,Surat,Jaipur,Data,333,42.10041193,Tower_9,Postpaid,,No,Medium,-83.32850659,8.176784985,5
1085,6/30/2023 21:18,Nagpur,Surat,Video,432,447.0178337,Tower_15,Postpaid,Incoming,Yes,Medium,-76.50091817,1.16272983,5
1086,7/22/2022 17:26,Surat,Nagpur,Voice,176,62.33867669,Tower_15,Prepaid,Outgoing,No,High,-50.37004762,8.945408464,5
1087,6/10/2023 16:35,Kolkata,Hyderabad,Data,51,,Tower_9,,Outgoing,No,Medium,-71.51842629,9.127250861,
1088,1/8/2023 13:27,Nagpur,Chennai,,820,471.0311541,Tower_2,Postpaid,Incoming,Yes,Medium,-52.86509792,1.590634794,51.77982161
1089,7/29/2023 22:59,Bengaluru,Chennai,Voice,265,65.62008425,Tower_5,Postpaid,Incoming,No,High,-65.12253065,6.461136062,5
1090,5/22/2022 6:46,Ahmedabad,Delhi,Video,156,,Tower_19,Postpaid,Incoming,Yes,Low,-69.64458979,1.561998475,
1091,5/22/2022 22:17,Lucknow,Delhi,Voice,539,57.31246091,Tower_5,Postpaid,Incoming,No,High,-85.90014683,5.819184547,5
1092,9/4/2023 13:30,Lucknow,Chennai,,166,15.13577803,Tower_3,Prepaid,Incoming,No,High,-51.42271282,7.460835225,5
1093,7/16/2022 9:10,Jaipur,Mumbai,Voice,310,30.08565259,Tower_14,Postpaid,Outgoing,Yes,Medium,-61.01768363,3.803610691,5
1094,4/24/2023 2:32,Chennai,Hyderabad,Video,37,20.63304669,,Postpaid,Incoming,No,High,-58.88362373,4.44126998,5
1095,3/31/2023 19:10,Hyderabad,Lucknow,Voice,248,2.337850588,Tower_2,Postpaid,Incoming,No,High,-68.96213692,8.279195001,5
1096,6/18/2023 0:49,Mumbai,Surat,Data,337,73.11382624,Tower_9,Prepaid,Incoming,Yes,Medium,-76.31254377,2.750171673,8.462475061
1097,10/31/2023 3:25,Nagpur,Chennai,Data,796,3.900644867,Tower_19,Postpaid,Outgoing,No,Low,-69.61964507,5.911747118,5
1098,12/7/2022 4:27,Kolkata,Nagpur,Voice,901,44.79121035,Tower_9,Postpaid,Incoming,No,High,-51.97021147,4.67829606,5
1099,1/17/2022 11:47,Mumbai,Hyderabad,Voice,776,97.91303606,Tower_4,Postpaid,Outgoing,No,Low,-69.65176063,3.188120774,150.1415906
1100,1/7/2022 7:19,Hyderabad,Delhi,,959,42.02897065,Tower_4,Postpaid,Outgoing,Yes,High,-53.98751042,6.983361916,120.1016283
1101,4/20/2022 3:03,Surat,Mumbai,Data,209,65.44620278,Tower_11,Prepaid,Incoming,No,High,-57.76944327,8.427238,5
1102,10/14/2022 15:19,Hyderabad,Nagpur,Voice,1076,98.02054086,Tower_1,Postpaid,Outgoing,No,Medium,-79.26998564,9.99402652,90.94133701
1103,2/4/2023 4:28,Mumbai,Surat,Video,36,28.38904219,Tower_7,,Incoming,Yes,Low,-53.16916601,9.715772175,5
1104,3/21/2022 4:01,Hyderabad,Hyderabad,Voice,262,92.04385589,Tower_13,Prepaid,Incoming,No,High,-63.05560672,1.584093516,5
1105,11/11/2022 16:08,Jaipur,Kolkata,Voice,159,,Tower_18,Postpaid,,No,Low,-66.71420789,4.210934413,
1106,12/24/2023 21:47,Delhi,Delhi,Data,1062,,Tower_10,Prepaid,Outgoing,No,Medium,-63.43951088,4.045310793,
1107,4/24/2022 9:23,Pune,Surat,Data,299,21.72549154,Tower_13,Postpaid,Incoming,No,Medium,-61.27593048,6.233085531,5
1108,3/29/2022 19:51,Ahmedabad,Jaipur,Voice,392,11.51832514,Tower_13,Prepaid,Incoming,No,High,-68.79790643,1.250569461,
1109,2/4/2022 3:15,Pune,Nagpur,Voice,451,51.32719327,Tower_13,Prepaid,Outgoing,Yes,Low,-79.35568175,8.498724938,5
1110,5/20/2023 1:23,Pune,Mumbai,Video,421,212.6961066,Tower_1,Prepaid,Outgoing,No,High,-62.26396586,9.915784635,44.15063954
1111,8/1/2022 19:50,Pune,Pune,Data,411,85.05533216,,Prepaid,Incoming,Yes,Low,-72.37587544,8.712551169,5
1112,11/7/2022 11:15,Chennai,Bengaluru,,283,21.14759972,,Prepaid,Incoming,No,Medium,-87.60950903,8.997393524,5
1113,12/8/2023 23:05,Hyderabad,Delhi,Video,765,212.7291198,Tower_9,Prepaid,Incoming,No,Low,-60.07577328,2.874499076,127.4024987
1114,7/25/2023 9:00,Kolkata,Lucknow,Voice,532,40.20939327,Tower_9,Prepaid,Outgoing,Yes,Low,-77.55971985,8.97329903,5
1115,1/29/2022 10:59,Ahmedabad,Chennai,Voice,702,76.4315032,Tower_6,Prepaid,Outgoing,No,High,-50.46517733,5.187497781,
1116,5/18/2023 13:20,Nagpur,Jaipur,Video,259,297.5065783,Tower_5,Prepaid,Incoming,No,High,-52.09739495,7.90164008,5
1117,1/27/2023 11:49,Surat,Pune,Data,685,73.74141932,Tower_10,Postpaid,Incoming,No,Medium,-54.73458603,5.636730035,22.16014513
1118,10/7/2023 0:31,Hyderabad,Chennai,Video,732,195.5503629,Tower_16,Prepaid,Outgoing,Yes,High,-61.68236337,7.42286867,91.34798942
1119,4/7/2022 7:52,Chennai,Mumbai,Voice,363,59.93240727,Tower_18,Postpaid,Outgoing,Yes,Low,-50.02128423,6.601383383,5
1120,11/30/2023 18:37,Bengaluru,Mumbai,Data,83,60.78812392,Tower_18,Postpaid,Incoming,No,Low,-50.12602863,4.873088563,5
1121,11/16/2023 18:12,Jaipur,Bengaluru,Data,587,60.46005629,Tower_3,Postpaid,Outgoing,Yes,Low,-80.78419714,7.166813084,5
1122,1/13/2022 3:12,Lucknow,Ahmedabad,Data,727,68.92302424,Tower_17,Prepaid,Outgoing,Yes,Medium,-52.07205973,5.380759435,5
1123,5/7/2022 16:56,Kolkata,Chennai,Video,74,273.6792949,,Prepaid,Incoming,Yes,High,-59.34594878,6.921549201,5
1124,3/7/2022 3:45,Surat,Surat,Voice,408,,Tower_15,Postpaid,Incoming,No,High,-53.01365562,5.654187028,
1125,8/18/2022 10:40,Bengaluru,Mumbai,Video,233,72.16768575,Tower_19,Prepaid,Outgoing,No,Medium,-64.80510399,4.23810472,5
1126,12/19/2023 10:39,Pune,Ahmedabad,Voice,902,20.28920867,Tower_8,Prepaid,Incoming,No,High,-79.25980331,5.431615833,5
1127,7/15/2022 0:12,Lucknow,Ahmedabad,Data,541,71.75491281,Tower_12,,Outgoing,No,Low,-87.36807129,7.353867394,5
1128,12/22/2023 17:09,Bengaluru,Ahmedabad,Voice,648,96.63612445,Tower_5,,Outgoing,Yes,Low,-54.34744258,4.701972613,23.49640547
1129,12/30/2022 11:03,Surat,Delhi,Video,833,392.4308578,Tower_7,Prepaid,Incoming,No,Low,-86.7974639,5.270078619,63.11788991
1130,5/26/2023 17:53,Chennai,Nagpur,Video,41,332.6158017,Tower_4,Prepaid,Incoming,Yes,Low,-59.14106621,9.236249384,5
1131,7/26/2023 15:23,Jaipur,Chennai,Data,258,6.180952873,Tower_16,Prepaid,Incoming,Yes,Medium,-55.03563528,1.274120273,5
1132,10/18/2023 1:04,Jaipur,Ahmedabad,Video,727,318.9724551,Tower_2,Postpaid,Incoming,Yes,High,-81.62329317,5.8337511,15.4823228
1133,1/29/2023 8:01,Chennai,Kolkata,Data,795,21.96801684,Tower_2,Prepaid,Incoming,No,Low,-51.60864854,7.085416001,56.18067174
1134,4/28/2022 10:00,Nagpur,Kolkata,Data,434,3.456903933,Tower_19,Postpaid,Incoming,Yes,Medium,-86.79926921,4.235181597,5
1135,10/29/2023 5:15,Nagpur,Pune,Video,896,451.7993024,Tower_6,Postpaid,Incoming,Yes,High,-89.63607275,1.678709584,22.13901308
1136,7/8/2022 20:02,Jaipur,Chennai,Data,355,,Tower_11,Postpaid,Outgoing,Yes,High,-71.60232195,6.462758046,
1137,11/11/2023 18:36,Surat,Surat,Video,194,174.8329245,,Postpaid,Outgoing,No,Medium,-50.82946834,7.267261893,5
1138,4/5/2023 17:45,Lucknow,Bengaluru,Voice,559,74.61664924,,Postpaid,Outgoing,Yes,Low,-76.63581392,5.696477878,5
1139,12/4/2023 7:15,Surat,Ahmedabad,,651,26.61180196,Tower_9,,Outgoing,Yes,Medium,-61.47942833,4.296577476,5
1140,12/18/2022 4:55,Lucknow,Bengaluru,,1197,61.17841958,Tower_2,Postpaid,Incoming,Yes,Medium,-66.92255507,2.393572552,36.3190668
1141,2/1/2023 10:51,Bengaluru,Hyderabad,Voice,529,12.55222287,Tower_5,Postpaid,,No,Medium,-76.35402697,7.727616735,5
1142,8/18/2023 17:46,Ahmedabad,Lucknow,,190,48.46983554,Tower_4,Prepaid,Outgoing,Yes,Medium,-64.52714143,9.772928591,
1143,12/26/2022 18:41,Chennai,Bengaluru,Video,939,194.3523954,Tower_8,Prepaid,Incoming,No,Medium,-67.24314377,8.935380727,120.5795063
1144,6/21/2022 23:49,Chennai,Lucknow,Data,108,87.50567435,Tower_10,Postpaid,Outgoing,No,High,-63.23383378,4.692733497,5
1145,8/23/2022 17:25,Bengaluru,Lucknow,Video,318,150.6235317,Tower_13,Prepaid,Incoming,Yes,Low,-58.3794557,5.085629497,5
1146,2/18/2023 6:55,Lucknow,Pune,Video,348,246.6104817,Tower_3,Prepaid,Incoming,Yes,Low,-79.10738411,2.057516562,5
1147,4/10/2022 10:45,Lucknow,Hyderabad,Data,506,90.2890476,Tower_8,Prepaid,Outgoing,No,Low,-68.66079165,6.367542397,5
1148,6/6/2022 9:46,Jaipur,Kolkata,Data,232,52.49334993,Tower_2,Prepaid,Outgoing,No,Medium,-85.33008389,2.161586123,5
1149,7/19/2022 18:06,Delhi,Chennai,Video,245,393.1469641,Tower_13,Postpaid,Incoming,No,High,-87.71620958,7.055432997,96.99816555
1150,12/6/2023 17:00,Lucknow,Lucknow,Voice,1199,59.42690659,Tower_15,Postpaid,Outgoing,Yes,High,-69.93203336,7.529213516,5
1151,1/23/2023 5:55,Lucknow,Jaipur,Voice,852,65.53494127,,Postpaid,Incoming,Yes,Low,-68.36691744,8.365245773,5
1152,12/19/2023 5:05,Chennai,Chennai,Voice,867,56.03121061,Tower_7,Postpaid,Outgoing,Yes,Medium,-72.47553396,8.360095875,5
1153,6/10/2023 10:51,Nagpur,Ahmedabad,Voice,170,52.94255836,Tower_9,Prepaid,Outgoing,Yes,High,-53.72533691,6.286328817,5
1154,4/25/2022 4:14,Jaipur,Kolkata,,415,75.87924942,Tower_3,Prepaid,Incoming,No,Medium,-65.92074588,7.277030453,5
1155,11/16/2022 17:49,Mumbai,Hyderabad,Video,232,211.1933616,Tower_10,Postpaid,Incoming,Yes,Medium,-82.41777966,9.03014124,29.5310936
1156,1/15/2022 12:34,Bengaluru,Hyderabad,Data,1193,,Tower_2,Postpaid,Outgoing,Yes,High,-80.42520655,4.761716572,
1157,3/13/2022 7:52,Bengaluru,Mumbai,Voice,162,30.32149979,Tower_2,Prepaid,Incoming,Yes,Low,-75.63996928,8.275220402,5
1158,1/21/2022 5:41,Hyderabad,Surat,Video,1172,447.819886,Tower_4,Prepaid,Incoming,No,Medium,-76.71997192,7.699979511,336.6231326
1159,6/7/2023 16:01,Lucknow,Bengaluru,Voice,315,28.63526919,Tower_14,Postpaid,Outgoing,Yes,Medium,-55.06756507,1.374796201,5
1160,11/19/2023 2:39,Lucknow,Kolkata,Video,340,430.7850346,Tower_13,Postpaid,Outgoing,No,Medium,-79.87195347,5.997662428,5
1161,7/27/2023 15:14,Mumbai,Delhi,Voice,350,24.08556789,,Postpaid,Outgoing,Yes,Medium,-89.29419359,5.653056549,5
1162,11/21/2023 23:50,Kolkata,Chennai,Voice,595,37.89305586,Tower_11,Prepaid,Incoming,Yes,Low,-81.68838141,8.190537059,5
1163,5/3/2023 22:54,Surat,Kolkata,Video,460,148.9385253,,Postpaid,Outgoing,No,Medium,-60.36467173,6.95674281,5
1164,9/24/2023 13:36,Pune,Chennai,Data,135,30.17543562,Tower_7,Prepaid,Incoming,No,High,-89.84343577,3.0448691,5
1165,6/5/2023 9:49,Mumbai,Kolkata,Video,139,410.8021122,Tower_9,Postpaid,Incoming,No,Low,-79.3133895,3.200863987,84.80376051
1166,12/21/2023 6:56,Ahmedabad,Jaipur,Data,1156,10.75613829,Tower_9,Postpaid,,Yes,High,-72.45328912,2.964458789,
1167,7/22/2023 17:17,Mumbai,Mumbai,Voice,196,42.09561051,Tower_19,Postpaid,Incoming,No,High,-61.78574519,3.192747124,5
1168,12/28/2022 14:04,Nagpur,Ahmedabad,Voice,970,8.477181517,Tower_19,Postpaid,Outgoing,No,Low,-60.17065065,1.316412928,5
1169,4/16/2023 6:24,Chennai,Ahmedabad,Video,243,,,Prepaid,Outgoing,No,High,-55.68943417,5.266918683,
1170,8/5/2023 5:17,Chennai,Bengaluru,Voice,392,93.41205542,Tower_4,Prepaid,Outgoing,No,Medium,-63.42197372,7.379193384,5
1171,9/24/2022 21:29,Pune,Mumbai,Video,205,93.83212376,Tower_19,Postpaid,Incoming,No,Low,-58.40102,6.753659254,5
1172,8/18/2022 2:05,Surat,Chennai,,423,99.46186141,Tower_9,Postpaid,Incoming,Yes,Low,-87.03700371,9.935489185,5
1173,3/22/2022 14:12,Surat,Bengaluru,Voice,535,56.23003917,Tower_9,Prepaid,Incoming,Yes,High,-66.50608835,2.567896076,5
1174,1/16/2022 21:29,Kolkata,Jaipur,Video,761,499.6115765,Tower_17,Postpaid,Outgoing,Yes,High,-66.0725,6.416437138,100.6330275
1175,6/11/2022 9:31,Kolkata,Pune,Data,198,54.85896656,Tower_14,Postpaid,Incoming,No,High,-69.19538342,6.496586017,5
1176,1/26/2023 14:17,Mumbai,Nagpur,Data,1147,,,Prepaid,Outgoing,Yes,Medium,-64.55577461,2.482578065,
1177,4/8/2023 14:42,Hyderabad,Kolkata,Voice,133,16.53480993,Tower_5,Postpaid,Outgoing,Yes,High,-71.86335078,9.903519506,5
1178,7/31/2022 11:23,Hyderabad,Delhi,Data,306,50.81022192,Tower_4,Postpaid,Outgoing,No,Medium,-79.02353116,4.600266724,5
1179,5/7/2023 2:05,Ahmedabad,Jaipur,Voice,575,80.7042443,Tower_16,Prepaid,Outgoing,Yes,High,-67.42865993,4.692635226,
1180,2/27/2023 22:38,Bengaluru,Pune,Voice,94,11.54857347,Tower_5,Postpaid,Incoming,No,High,-71.30450658,3.570216546,5
1181,7/6/2023 18:31,Surat,Jaipur,Voice,525,,Tower_17,Prepaid,Incoming,Yes,Medium,-68.92731336,1.513891706,
1182,5/27/2023 6:52,Nagpur,Chennai,Data,128,54.00592022,,,Incoming,No,Medium,-60.42101384,4.836864646,5
1183,12/28/2023 12:22,Jaipur,Jaipur,Video,914,98.03191326,Tower_6,Postpaid,Incoming,No,High,-87.91710375,1.115394846,5
1184,8/2/2023 16:34,Bengaluru,Nagpur,Voice,159,13.95723272,,Prepaid,Outgoing,Yes,High,-68.58117702,9.421743354,5
1185,12/27/2023 18:43,Bengaluru,Bengaluru,Data,814,80.21511219,Tower_2,Postpaid,Outgoing,Yes,High,-50.99021859,9.691933995,47.8696725
1186,8/19/2022 23:09,Pune,Delhi,Data,159,6.932590377,Tower_10,Prepaid,Incoming,No,High,-85.02263168,9.659762887,5
1187,9/13/2023 9:17,Nagpur,Delhi,Data,335,9.811963755,Tower_12,Postpaid,Incoming,Yes,Low,-53.25913878,9.137022944,5
1188,10/10/2022 3:26,Lucknow,Chennai,Voice,765,62.2930186,Tower_11,Postpaid,Outgoing,No,Low,-51.27911312,9.232743959,5
1189,10/8/2022 16:43,Ahmedabad,Ahmedabad,Voice,953,,,Postpaid,Incoming,No,High,-76.7603221,8.537058054,
1190,9/14/2023 0:31,Bengaluru,Surat,,474,303.5154117,Tower_14,Postpaid,Outgoing,No,High,-55.79686456,4.88726678,41.73496937
1191,2/8/2022 23:28,Surat,Mumbai,Video,304,392.8324172,Tower_17,Prepaid,Outgoing,No,High,-85.71012666,5.573519257,5
1192,11/25/2022 20:37,Nagpur,Mumbai,Video,182,455.6974806,Tower_7,Prepaid,Outgoing,Yes,High,-87.12373131,9.1810503,5
1193,12/15/2023 6:52,Surat,Mumbai,Data,1137,24.15835926,Tower_4,Postpaid,Outgoing,Yes,High,-77.86542871,4.535551688,5
1194,2/21/2023 2:59,Surat,Bengaluru,Voice,173,16.07673446,Tower_13,Postpaid,Outgoing,Yes,Medium,-69.87709599,1.746231233,5
1195,5/10/2023 14:48,Jaipur,Pune,Voice,511,85.73659377,Tower_9,Postpaid,Incoming,Yes,Low,-70.8686533,2.625730281,5
1196,4/3/2023 18:40,Delhi,Chennai,Data,407,27.29317223,,Postpaid,Outgoing,No,Medium,-89.60882479,1.676106191,5
1197,9/22/2022 17:08,Surat,Surat,Voice,411,94.37638912,Tower_11,Prepaid,Incoming,Yes,Medium,-52.53354782,1.956506604,5
1198,7/8/2022 11:43,Kolkata,Mumbai,Data,479,66.27638134,Tower_9,Postpaid,Outgoing,Yes,Low,-53.9695935,9.3700484,5
1199,7/24/2022 12:27,Kolkata,Jaipur,Video,447,246.8670959,Tower_8,Postpaid,Outgoing,No,Low,-89.85374755,3.880536078,5
1200,1/27/2022 11:58,Bengaluru,Nagpur,Voice,852,,Tower_8,Postpaid,Incoming,Yes,Low,-64.265211,3.362592614,
1201,6/14/2022 5:36,Mumbai,Bengaluru,Video,494,144.3007659,Tower_14,Postpaid,Incoming,Yes,Medium,-55.94043273,5.347596207,55.24156924
1202,11/23/2023 7:14,Chennai,Surat,Data,168,92.77341185,Tower_15,Postpaid,Outgoing,No,Medium,-74.81602574,7.795543733,5
1203,4/7/2022 8:36,Jaipur,Surat,Video,76,407.9679978,Tower_16,Prepaid,Outgoing,No,Medium,-88.0614307,2.892485601,5
1204,11/22/2022 5:14,Chennai,Chennai,Video,234,331.5277277,Tower_4,Prepaid,Outgoing,No,High,-64.03384141,7.282634918,5
1205,3/26/2023 20:40,Ahmedabad,Kolkata,Voice,135,10.25849224,Tower_19,Prepaid,Outgoing,Yes,Low,-87.8616515,5.011226112,
1206,2/11/2023 3:15,Ahmedabad,Surat,,569,385.4889948,Tower_10,Postpaid,Outgoing,Yes,Low,-59.71243521,3.750836472,
1207,3/30/2022 4:33,Bengaluru,Pune,Video,171,339.7740015,Tower_15,Postpaid,Outgoing,No,High,-67.34708479,7.869654208,7.494759711
1208,4/6/2022 19:52,Jaipur,Ahmedabad,Voice,332,2.992050463,Tower_2,Postpaid,Outgoing,No,Low,-80.28218553,9.175287344,5
1209,11/13/2022 17:15,Lucknow,Ahmedabad,Data,297,,Tower_14,Prepaid,Outgoing,No,Low,-68.36937475,7.095706177,
1210,3/18/2022 4:47,Delhi,Nagpur,Video,590,270.3565771,,Postpaid,,Yes,Low,-51.24128552,9.397698878,150.7925458
1211,7/10/2023 19:15,Mumbai,Delhi,Video,539,348.737867,Tower_1,Prepaid,Incoming,No,Low,-55.98282049,4.728943126,121.8909882
1212,3/30/2023 12:28,Jaipur,Bengaluru,,587,58.12934048,Tower_14,Prepaid,Incoming,Yes,Low,-73.46630161,5.919534457,5
1213,6/1/2022 23:17,Pune,Ahmedabad,Video,593,387.9091063,Tower_19,Prepaid,Incoming,No,High,-82.23484918,5.829467583,61.03662462
1214,11/30/2022 6:19,Mumbai,Chennai,Video,587,169.5940837,Tower_5,Postpaid,Outgoing,No,Low,-72.82208412,5.236353526,92.93082791
1215,11/7/2022 1:04,Nagpur,Jaipur,,205,85.60728355,Tower_15,Postpaid,Incoming,No,Medium,-76.0495501,7.244888818,5
1216,4/14/2022 20:42,Bengaluru,Kolkata,Voice,321,58.39397438,Tower_9,Postpaid,,No,Medium,-71.77497539,7.351831459,5
1217,7/27/2023 4:31,Kolkata,Lucknow,Voice,350,4.841146018,Tower_11,Prepaid,Outgoing,Yes,Medium,-56.7501678,7.900915207,5
1218,1/31/2023 3:04,Bengaluru,Kolkata,Voice,948,35.26474152,Tower_15,Prepaid,Incoming,No,Low,-89.99035981,3.171199024,95.56394739
1219,4/25/2022 14:18,Pune,Jaipur,Video,358,404.8938628,Tower_7,Postpaid,Incoming,No,High,-65.73353881,7.382144723,31.424883
1220,3/26/2023 22:05,Kolkata,Hyderabad,Data,429,24.89362068,Tower_19,Prepaid,Outgoing,No,Low,-54.23271366,3.053493224,5
1221,8/30/2023 14:20,Bengaluru,Nagpur,Voice,431,95.99962261,Tower_9,,Incoming,Yes,Low,-61.98180538,4.616321127,5
1222,11/27/2022 11:22,Mumbai,Hyderabad,Voice,329,98.4478759,,Prepaid,,Yes,High,-89.88353129,1.084778704,5
1223,5/8/2022 3:52,Ahmedabad,Delhi,Voice,385,58.99204882,Tower_9,Postpaid,Incoming,No,Low,-71.83142321,8.770870131,
1224,1/18/2022 10:49,Nagpur,Jaipur,Data,1091,16.21472944,Tower_12,Prepaid,Incoming,No,Low,-66.367365,5.551955505,5
1225,8/26/2023 9:01,Bengaluru,Bengaluru,Video,335,466.9975693,Tower_3,Postpaid,Incoming,No,Low,-60.81914312,1.183069737,101.0720573
1226,1/25/2022 6:24,Kolkata,Bengaluru,Data,880,45.3094251,Tower_5,Prepaid,Outgoing,Yes,High,-68.909794,9.368834341,5
1227,9/28/2023 15:23,Surat,Delhi,Voice,463,,Tower_2,Prepaid,Outgoing,Yes,High,-80.1213835,9.096512404,
1228,5/15/2023 23:01,Jaipur,Pune,Video,429,17.43535753,Tower_15,Prepaid,Incoming,Yes,Low,-62.91624861,8.006642921,5
1229,9/5/2023 2:20,Lucknow,Delhi,Data,212,,Tower_8,Prepaid,Outgoing,Yes,High,-70.09735666,2.393584135,
1230,5/21/2022 14:21,Nagpur,Chennai,Voice,526,2.327535933,Tower_4,Prepaid,Incoming,Yes,Medium,-51.0815346,2.993058022,5
1231,10/22/2022 0:32,Pune,Ahmedabad,Data,923,57.82354233,Tower_1,Postpaid,Outgoing,No,High,-67.73162974,7.644659594,21.54178309
1232,1/16/2023 22:11,Kolkata,Hyderabad,Voice,793,65.1621106,Tower_13,Prepaid,Incoming,No,Medium,-63.84023114,6.567266342,5
1233,9/18/2023 13:17,Bengaluru,Lucknow,Data,326,99.46482453,,Prepaid,Outgoing,No,Medium,-53.07105012,7.203513891,5
1234,4/1/2022 14:20,Chennai,Bengaluru,Data,457,31.65047376,Tower_5,Postpaid,Outgoing,Yes,Medium,-56.5771318,1.392948358,17.40688473
1235,5/13/2022 10:00,Mumbai,Lucknow,Voice,133,32.83264141,Tower_14,Postpaid,Incoming,Yes,Medium,-51.63903296,6.520616619,5
1236,5/2/2022 16:29,Nagpur,Pune,Voice,60,49.11837565,Tower_9,Postpaid,Outgoing,Yes,Low,-80.21019681,8.933372376,5
1237,7/16/2022 3:35,Hyderabad,Mumbai,Data,187,,Tower_3,Prepaid,Outgoing,No,Low,-73.67838154,2.721496339,
1238,10/5/2022 2:27,Jaipur,Chennai,Data,655,31.79263006,Tower_15,Postpaid,Incoming,Yes,Medium,-87.36680627,7.233155201,5
1239,9/22/2023 18:49,Ahmedabad,Hyderabad,Video,476,388.711483,Tower_8,Postpaid,Incoming,No,Low,-68.63855547,8.915164242,
1240,2/10/2023 23:02,Mumbai,Bengaluru,Data,251,76.79958133,,Prepaid,Outgoing,No,Low,-70.85193118,2.551142927,5
1241,1/1/2024 4:13,Nagpur,Jaipur,Voice,1183,67.45913793,Tower_7,Postpaid,Outgoing,No,High,-59.44147215,1.045709317,5
1242,11/19/2023 21:07,Jaipur,Chennai,Voice,394,,Tower_7,Postpaid,Incoming,Yes,High,-60.54984208,7.968260329,
1243,5/6/2022 4:06,Hyderabad,Hyderabad,,380,27.21681586,Tower_3,Prepaid,Incoming,No,High,-64.95607592,9.020807177,5
1244,12/20/2022 1:45,Surat,Ahmedabad,Video,952,160.036001,Tower_19,Postpaid,Outgoing,Yes,Medium,-85.84162496,9.661287848,18.50516177
1245,6/14/2023 21:20,Nagpur,Nagpur,Voice,221,58.84765344,Tower_19,Prepaid,,No,Medium,-69.26704308,5.156258334,5
1246,11/9/2023 19:52,Surat,Hyderabad,Voice,497,73.25902265,Tower_18,Postpaid,,Yes,High,-64.83123228,7.29381629,5
1247,8/10/2023 17:34,Surat,Ahmedabad,Data,338,,Tower_6,Postpaid,Outgoing,Yes,Low,-59.75065641,3.483354682,
1248,5/19/2023 21:20,Nagpur,Chennai,Video,328,444.5474543,Tower_19,Postpaid,Incoming,Yes,High,-57.69042827,4.207514494,5
1249,5/12/2023 14:55,Lucknow,Surat,Data,185,65.60759951,Tower_18,Prepaid,Outgoing,No,Medium,-81.57886046,5.512973263,5
1250,7/30/2023 0:23,Mumbai,Chennai,Voice,73,14.33997925,Tower_4,Prepaid,Outgoing,No,Medium,-80.87598488,9.300009863,5
1251,9/15/2023 21:55,Bengaluru,Kolkata,Data,118,50.6916225,Tower_8,Prepaid,Incoming,Yes,Medium,-67.60437873,5.37764532,5
1252,12/25/2022 13:35,Nagpur,Pune,Voice,788,,Tower_3,Postpaid,Outgoing,Yes,Low,-68.3295872,2.179718755,
